text,hard_label,model_answer
"<user> <user> <user> Yep, can’t mute a guy whose unqualified Covid ""specialist"" goes on RT, a known Russian Agent, and spews bullshit.",1, 1                    
Dave Chappelle Addresses George Floyd's Death in Powerful Netflix Special <url> <url>,0, 0                    
"<user> Thank you for recognizing there’s a problem.  Went to a couple of your coworkers pages and ""crickets""!  Totally oblivious to what we as minorities are experiencing.  😪George Floyd 🙏🏾",0, 1                    
"cia, mk ultra psyop was fake..  just like the fake george floyd crap.. the charles manson fake cia plot was created to bring distraction from all the hippies protesting the war that was created for fake reasons too. ""NOTHING NEW UNDER THE SUN, WHAT WAS WILL BE AGAIN&amp;AGAIN""",1, 1                    
<user> It’s hard to imagine anyone being more full of themselves and shit at the same time! #BunkerBabyInChief #TrumpDeathToll113K #BLACK_LIVES_MATTER #WorstPresidentInHistory,1, 1                    
<user> You And the Democratic Party cheat.that’s the only way you can claim victory. Your whole campaign been cloaked in secrecy and deceit.,1, 1                    
"""The most succinct response came from journalist Yashar Ali, a contributor to Huff Post and New York magazine, who tweeted: """"God this guy is so incompetent."""" This is not the 1st time that de Blasio has been a bit tone deaf when it comes to his response to the coronavirus pandemic""",0, 1                    
<user> <user> All of you so pro life yet you clowns won’t even wear a mask. Give me a break,0, 1                    
"She looks mixed race. So black are protesting against the death, of somebody that assaults a black woman, really.",1, 1                    
<user> Well we wld rather have the worst president in the world then your mental decline and pushover status! Who is your puppet master joe?,1, 1                    
What can she have to say ?  Her father and her family has pillaged the US,0, 1                    
"<user> The people burning and smashing buildings are thugs, regardless of skin color...and as predicted by Trump, as the riots got going, people started shooting people....  <url>",0, 1                    
'Blatant Hypocrisy': Trump Heralds Covid-19 Drugs He Took Made Possible by Fetal Cell Research His GOP Actively Works to Ban - <url> via  <user>,0, 1                    
<user> That’s EXACTLY what they are doing!! Nobody said a word when this white man was killed just like George Floyd!! The media harps on ANY and ALL chances to create and breed hate! <url>,0, 1                    
"<user> Today is Saturday May 30, 2020 and Erica Pan still needs to be fired. She has murdered more people then covid. #fireericapan #openalamedacounty #opencalifornianow <user> we demand her arrest for people committing suicide",1, 1                    
<user> Bring Justice to The Family of George Floyd!!!,0, 0                    
<user> Republican are trying to cheat in Arizona,0, 1                    
Wtf is wrong with people? Effallofyou #MAGA  #VoterIntimidation #VoterInterference #VoteThemOut,0, 1                    
You’re a real piece of work trying to race bait during a pandemic... THANK GOD YOU ARE NEVER GOING TO BE PRESIDENT...,0, 1                    
"If you can watch this and say racism isn't a big thing in the UK you can fucking block me on everything, this is appalling",1, 1                    
For Every patients listed as a covid -19 death the hospitals gets a  20k+ payout !,0, 1                    
<user> <user> <user> Close your legs and act like a decent human being Kayleigh,1, 1                    
#TrumpWantsToInfectUs but let's not pretend it started with coronavirus. <url>,0, 1                    
<user> <user> <user> I let him have a chance too.  No more.,0, 1                    
"<user> <user> throwing up ""right-wing conspiracy"" smokescreen to try and cover for his utter failure this week. Reminder to Mayor Frey: the death of George Floyd happened on YOUR watch.",0, 1                    
What an arrogant fuck!,1, 1                    
"<user> <user> <user> True, one must wonder why NY's Nazi democrats intentionally forced Covid-19 infected upon elderly in Nursing Homes.",1, 1                    
"""JFK, it this really who you all want as your VP or P the way things are going with <user> Wow. Identity politics 💯. """"I'll take scumbag Trump for $100 Alex."""" All fucking day.""",1, 1                    
2 years later and you're still a bitch if you don't agree,1, 1                    
"The entire anti-science movement going on is going to get us all killed. Not just anti-vaxxing, but climate change denial and to even ""miracle"" cures for different illnesses.",0, 0                    
you cannot be fucking serious.... this is attempted murder. protestors went into his phone &amp; found texts with friends proving this was a premeditated attack. this demon spent less time locked up than some random innocent black people who were caught out past curfew.,1, 1                    
"<user> Age doesn't even matter either. If citizens intervened, they would get the shit kicked out of them by the police while the same awful outcome for George Floyd.",1, 1                    
<user> <user> Brothers Bigot <user> <user>   #TakeTheKnee #GeorgeFloyd #BlackLivesMatter,0, 1                    
also why are you only claiming all lives matter as a retaliation to #BlackLivesMatter 🧐🧐🧐🧐🧐🧐🧐🧐🧐,0, 1                    
#TrumpDoesNotCareAboutYou #VoteBlueLikeYourLifeDependsOnIt because <user> doesn't give a shit about anyone or anything other than his own fat ass! <user> <user>,1, 1                    
<user> <user> Dementia Joe who sold America to China as VP to make his family Rich! The same China 🇨🇳 that sent the coronavirus all over the World and killed 220 thousand Americans! Harris the Fake in control of the USA 🇺🇸 military and Nuke’s? Great Job,0, 1                    
"don’t you love getting into arguments with your parents because you ask to go to a protest and they say ""hell fucking no"" and then proceed to spit out false information?? cause i LOVE that. #BlackLivesMatter",0, 1                    
"<user> Hell, Mulvaney at CPAC compared it to SARS and MERS and how they were so much more lethal (true) so you shoudn’t worry about COVID-19 (false). He ignored how contagious it is. MERS and SARS had a few thousand cases total. COVID will end up in the millions.",0, 1                    
He did this to other white people he really racist,0, 1                    
The same <user> who released a statement arguing for kids to go back to school. The hipocrisy.,0, 1                    
"No, asshole. The spike will come because people are back crowding into bars and restaurants and big dumb drum circles in the parks without distancing or masks.   <url>",1, 1                    
"Going on, COVID, HORNETS, ALIENS, SHARKNADO, FLYING SNAKES, And probably other shit I didnt hear about. We dont need all this other drama. The depression and anxiety vibe I get is overwhelming !",0, 1                    
<user> Biden is corrupt and you’re crazy,1, 1                    
"<user> <user> <user> Have they beat anyone no Have they burned anything no Have they looted anything no Have they exorcising there 1st amendment right,  hell ya ! <url>",0, 1                    
